电影排名,电影名称,演员列表,年代,类型,评分,评论人数,海报图片
307,轻松自由,"巴普蒂斯特·勒卡普兰,夏洛特·勒·邦,费利克斯·莫阿蒂,德尼·波达利德斯,伊莎贝尔·冈德列,让-伊夫·贝特鲁,苏丽安·卜拉欣,戴维·鲍伊特,卢·肖万,本杰明·拉维赫尼,理查德·格德杰,让-米歇尔·拉米,贝尔纳·梅内斯,伊丽莎白·维塔利,斯蒂芬妮·拉格拉德,菲利普·乌禅,凡妮莎·吉德",2014-05-07,喜剧,8.3,1957,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2506257305.webp
308,布拉格狂想曲,"波莱克·波利夫卡,伊娃·赫鲁波娃,托马斯·沃瑞,Anna Marhoulová,杰里·马哈萨克,Barbora Munzarová,Marika Sarah Procházková,Ivana Chýlková,Jaroslav Dusek",2005-03-17,喜剧,8.3,1842,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2518266612.webp
309,找乐,"黄宗洛,黄文杰,韩善续,莫岐",1993-09-10,"喜剧,剧情",8.3,1767,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174624451.webp
310,亮眼睛,"秀兰·邓波儿,詹姆斯·杜恩,简·达威尔",1934-12-28,"喜剧,剧情,家庭,歌舞",8.3,1755,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170114237.webp
311,春天的杜鹃,"Anni-Kristiina Juuso,威勒·哈派塞罗,维克托·贝奇科夫,Mikhail Korobochkin,Aleksei Kashnikov,Denis Aksenov,Aleksei Panzheyev,Aleksandr Kuykka,Vladimir Matveyev",2002-09-12,"剧情,战争,喜剧",8.3,1719,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2088338303.webp
312,无名英雄,"达斯汀·霍夫曼,吉娜·戴维斯,安迪·加西亚,琼·库萨克,丹尼尔·鲍德温,凯文·J·奥康纳,莫里·柴金",1992-10-02,"喜剧,剧情",8.3,1613,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2464106617.webp
313,安东尼娅家族,"维力奇·范·阿麦莱,埃尔斯·多特曼斯,多拉·范·德·格伦,珂洛丽·斯普尔,简·德克莱尔,埃尔希·德·布劳,Reinout Bussemaker,玛丽娜·德·格拉夫,Jan Steen,Catherine ten Bruggencate,Paul Kooij",1995-09-12,"剧情,喜剧",8.3,1411,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p544715774.webp
314,葬礼,"山崎努,宫本信子,菅井琴,大泷秀治,尾藤功男",1984-11-17,喜剧,8.3,1322,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2151821629.webp
315,善意的谎言,"罗宾·威廉姆斯,汉娜·泰勒-高登,Éva Igó,István Bálint,尤斯图斯·冯·多赫纳尼,列维·施瑞博尔,艾伦·阿金",1999-09-24,"喜剧,剧情,战争",8.3,1308,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2195382767.webp
316,味浓情更浓,"Annika Pages,扬·尼克拉斯,Christiane Hörbiger,奥托·申克,Fritz Eckhardt",1994-04-28,喜剧,8.3,1282,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2332355504.webp
317,追火车日记,"达米安·吴,艾芙琳娜·瓦伦齐亚克,托马什·萨普里克,Iwona Fornalczyk,Joanna Liszowska,Andrzej Golejewski,Krzysztof Lawniczak,Roman Baranowicz",2007-10-25,"喜剧,剧情",8.3,1242,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1437302242.webp
318,跳跳虎历险记,,2000-04-20,"喜剧,动画",8.3,1176,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1731326340.webp
319,失翼灵雀,"鲁道夫·霍辛斯基,伏拉基米尔·布劳德斯基,瓦茨拉夫·内茨卡",1990-05-16,"喜剧,剧情,爱情",8.3,1174,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1632314768.webp
320,烟,"哈威·凯特尔,威廉·赫特,杰瑞德·哈里斯",1995-06-09,"喜剧,剧情",8.3,1105,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p847880620.webp
321,巴格达咖啡馆,"杰克·帕兰斯,马丽安·萨格布雷特,希·庞德,克里斯汀·考夫曼",1987-11-12,"喜剧,剧情",8.3,1091,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2404621085.webp
322,大人别出声,"卡罗尔·博内特,迈克尔·凯恩,丹霍姆·艾略特,克里斯托弗·里夫",1992-03-20,"喜剧,爱情",8.3,1088,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1186468121.webp
323,圣·拉尔夫,亚当·布切,2005-04-08,"喜剧,剧情,运动",8.3,1021,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p598264372.webp
324,西游记之大圣归来,"张磊,林子杰,吴文伦,童自荣,刘九容,吴迪,刘北辰,赵乾景,周帅",2015-07-10,"喜剧,动作,动画,奇幻",8.2,388565,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255028780.webp
325,海底总动员,"艾伯特·布鲁克斯,艾伦·德杰尼勒斯,亚历山大·古尔德,威廉·达福,布拉德·加内特,艾莉森·珍妮,奥斯汀·潘德尔顿,斯蒂芬·鲁特,杰弗里·拉什,伊丽莎白·帕金斯",2003-07-30,"动画,冒险,喜剧,家庭",8.2,204880,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1755893801.webp
326,九品芝麻官,"周星驰,吴孟达,张敏,徐锦江,钟丽缇,蔡少芬,吴启华,邹兆龙,梁荣忠,黄一飞,苑琼丹,刘洵,黄一山",1994-03-31,喜剧,8.2,197323,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.webp
327,美食总动员,"帕顿·奥斯瓦尔特,彼得·奥图尔,布拉德·加内特,伊安·霍姆,卢·罗曼诺,布莱恩·丹内利,彼得·宋,詹妮安·加罗法洛",2007-10-19,"喜剧,动画,奇幻",8.2,179243,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465604496.webp
328,阳光小美女,"阿比盖尔·布蕾斯琳,托妮·科莱特,格雷戈·金尼尔,保罗·达诺,史蒂夫·卡瑞尔,艾伦·阿金,布莱恩·科兰斯顿,迪恩·诺里斯",2006-08-18,"剧情,喜剧,家庭",8.2,166705,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792394752.webp
329,冰川时代3,"雷·罗马诺,约翰·雷吉扎莫,丹尼斯·利瑞,Maile Flanagan,Jason Fricchione,西蒙·佩吉",2009-07-08,"喜剧,动画,冒险",8.2,152577,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2213132432.webp
330,玩具总动员,"汤姆·汉克斯,蒂姆·艾伦,唐·里克斯,吉姆·法尼",1995-11-22,"喜剧,动画,家庭",8.2,148444,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1158743783.webp
331,欢乐好声音,"马修·麦康纳,瑞茜·威瑟斯彭,塞思·麦克法兰,斯嘉丽·约翰逊,约翰·C·赖利,塔伦·埃格顿,托瑞·凯利,珍妮弗·桑德斯,詹妮弗·哈德森,加斯·詹宁斯,彼得·塞拉菲诺威茨,尼克·克罗尔,贝克·班尼特,杰·费罗尔,尼克·奥弗曼,莱斯莉·琼斯,雷亚·普尔曼,亚当·布克斯顿,比尔·法玛尔",2017-02-17,"喜剧,动画,歌舞",8.2,136718,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2411622136.webp
332,马达加斯加3,"本·斯蒂勒,克里斯·洛克,大卫·休默,贾达·萍克·史密斯,萨莎·拜伦·科恩,弗兰西斯·麦克多蒙德,杰西卡·查斯坦",2012-06-08,"喜剧,动画,冒险",8.2,119766,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1503869385.webp
333,买凶拍人,"葛民辉,张达明,詹瑞文,樋口明日嘉,陈惠敏,方子璇,陈辉虹,缪非临,刘以达,林雪,邵音音,王合喜",2001-08-16,"犯罪,动作,喜剧",8.2,95501,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1361412292.webp
334,帕丁顿熊2,"本·卫肖,休·格兰特,休·博纳维尔,莎莉·霍金斯,萨缪尔·乔斯林,马德琳·哈里斯,朱丽·沃特斯,布莱丹·格里森,吉姆·布劳德本特,艾美达·斯丹顿,彼得·卡帕尔迪,艾琳·阿特金斯,汤姆·康蒂,本·米勒,诺亚·泰勒,理查德·艾欧阿德",2017-12-08,"喜剧,动画,家庭",8.2,94865,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2506466229.webp
335,家有喜事,"张国荣,周星驰,张曼玉,吴君如,黄百鸣,陈淑兰,毛舜筠,李香琴,关海山,高志森,谷德昭,李丽珍,黄霑,黄光亮,何佩仪",1992-01-25,"剧情,喜剧,爱情,家庭",8.2,90951,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p940263436.webp
336,当哈利遇到莎莉,"梅格·瑞恩,比利·克里斯托,凯丽·费雪,布鲁诺·柯比",1989-07-21,"喜剧,剧情,爱情",8.2,89875,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2172960925.webp
337,年轻气盛,"蕾切尔·薇兹,简·方达,迈克尔·凯恩,保罗·达诺,哈威·凯特尔,内芙·加切夫,埃德·斯托帕德,马达丽娜·珍娜,马克·科兹莱克,亚历克斯·麦奎因,艾米莉亚·琼斯,波佩·科比-特曲,汤姆·里皮斯基,克洛伊·皮里",2015-05-20,"剧情,喜剧",8.2,65413,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2241441695.webp
338,南极料理人,"堺雅人,生濑胜久,古关安广,丰原功补,高良健吾,古馆宽治,黑田大辅,小浜正宽,西田尚美,小野花梨,小出早织,宇梶刚士",2009-08-08,喜剧,8.2,49883,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p575432919.webp
339,杀戮,"朱迪·福斯特,凯特·温丝莱特,克里斯托弗·沃尔兹,约翰·C·赖利",2011-09-01,"剧情,喜剧",8.2,41794,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305342680.webp
340,成为约翰·马尔科维奇,"约翰·库萨克,卡梅隆·迪亚兹,约翰·马尔科维奇,凯瑟琳·基纳,威利·加森",1999-10-29,"喜剧,剧情,奇幻,爱情",8.2,38775,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1087658057.webp
341,濑户内海,"池松壮亮,菅田将晖,中条彩未,铃木卓尔,宇野祥平,冈山天音",2016-06-12,"剧情,喜剧",8.2,37506,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2318231103.webp
342,微不足道,"西蒙·佩吉,大卫·休默,娜塔莎·麦克艾霍恩,爱丽丝·伊芙,乔·鲍里托",2006-12-01,"喜剧,犯罪,惊悚",8.2,35618,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1517352664.webp
343,小男孩,"雅各布·萨尔瓦提,凯文·詹姆斯,迈克尔·拉帕波特,大卫·亨瑞,艾米丽·沃森,埃杜瓦多·维拉斯蒂吉,泰德·拉文,田川洋行,汤姆·威尔金森,本·卓别林,阿丽·兰德里,亚布拉哈姆·本鲁比,托比·胡斯,凯莉·格蕾森,坎迪丝·阿扎拉",2015-04-24,"剧情,喜剧,战争",8.2,31160,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2230105606.webp
344,超级无敌掌门狗：人兔的诅咒,"彼得·萨利斯,拉尔夫·费因斯,海伦娜·伯翰·卡特",2005-10-14,"喜剧,动画",8.2,21410,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p449654474.webp
345,艾德·伍德,"约翰尼·德普,莎拉·杰茜卡·帕克,比尔·默瑞,马丁·兰道,帕特丽夏·阿奎特,杰弗瑞·琼斯,丽莎·玛丽",1994-09-23,"传记,喜剧,剧情",8.2,19341,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1704315869.webp
346,为黛西小姐开车,"摩根·弗里曼,杰西卡·坦迪,丹·艾克罗伊德,帕蒂·卢波恩",1989-12-13,"喜剧,剧情",8.2,19184,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p861513408.webp
347,猛龙过江,"李小龙,苗可秀,罗礼士",1972-12-30,"动作,喜剧,犯罪,剧情,惊悚",8.2,18777,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2191163236.webp
348,大坏狐狸的故事,"纪尧姆·达尔诺,席琳·荣特,达米安·维特卡,安托万·苏姆斯基,卡梅尔·阿卜德萨多克,克里斯多夫·勒莫因,纪尧姆·布谢德,鲍里斯·雷林格,玛佳丽·罗森茨威格,让·卢·霍维茨,伊夫·阎",2018-03-16,"喜剧,动画,冒险",8.2,18064,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2515632084.webp
349,爱的曝光,"西岛隆弘,满岛光,渡部笃郎,渡边真起子,安藤樱",2008-11-29,"动作,喜剧,剧情,爱情",8.2,16525,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p575424244.webp
350,阿基里斯与龟,"北野武,樋口可南子,柳忧怜,吉冈澪皇,麻生久美子,伊武雅刀,大杉涟,大森南朋",2008-09-20,"剧情,喜剧",8.2,14580,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2194386594.webp
351,小小的白色谎言,"玛丽昂·歌迪亚,伯努瓦·马吉梅尔,弗朗索瓦·克鲁塞,吉尔·勒卢什,瓦莱丽·博莱同,罗兰·拉斐特,安·玛丽文,露易丝·莫诺特,帕斯卡·艾比约,让·杜雅尔丹",2010-10-20,"喜剧,剧情",8.2,12711,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p693375939.webp
352,半斤八两,"许冠文,许冠杰,许冠英,赵雅芝,吴耀汉,卢慧芝,石坚,朱牧,许冠武,陈任,张俊英,黎少芳,郑少萍,梁舜燕,陈剑云,高雄,解元,萧钦芳,曾楚霖,黄哈",1976-12-16,喜剧,8.2,11451,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1606347997.webp
353,投靠女与出走男,"大泉洋,户田惠梨香,满岛光,内山理名,阳月华,木村绿子,木场胜己,神野三铃,武田真治,北村有起哉,桥本润,山崎一,磨赤儿,中村贺津雄,树木希林,堤真一,山崎努,高畑淳子",2015-05-16,"剧情,喜剧",8.2,10909,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2217281855.webp
354,早餐俱乐部,"艾米利奥·艾斯特维兹,安东尼·迈克尔·豪尔,约翰·卡普洛斯,贾德·尼尔森,莫利·林沃德,艾丽·西蒂",1985-02-07,"喜剧,剧情",8.2,10838,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2200935928.webp
355,小曼哈顿,"乔什·哈切森,查理·雷,布莱德利·惠特福德,辛西娅·尼克松,威利·加森",2005-09-30,"喜剧,爱情",8.2,9508,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2258051889.webp
356,谈谈情跳跳舞,"役所广司,草刈民代,竹中直人",1996-01-27,"剧情,喜剧,爱情,歌舞",8.2,9269,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1696723957.webp
357,小姐与流浪汉,"芭芭拉·卢迪,拉里·罗伯茨,派姬·李,李·米勒,比尔·汤普森,比尔·巴乌卡门,薇娜·费尔顿,乔治·吉伏特,斯坦·弗雷贝格,戴尔·麦肯南,艾伦·里德,The Mellomen",1955-06-16,"喜剧,爱情,动画,冒险",8.2,9231,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1833123892.webp
358,穿越美国,"菲丽西提·霍夫曼,凯文·席格斯,菲奥纽拉·弗拉纳根,格雷厄姆·格林,伊丽莎白·佩纳,波特·杨",2005-12-23,"冒险,喜剧,剧情",8.2,9087,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2342279728.webp
359,怪宴,"艾琳·布伦南,杜鲁门·卡波特,詹姆斯·可可,彼得·法尔克,亚历克·吉尼斯,爱尔莎·兰切斯特,大卫·尼文,彼得·塞勒斯,玛吉·史密斯,詹姆斯·克伦威尔",1976-06-23,"喜剧,悬疑,惊悚,犯罪",8.2,8348,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p809915309.webp
360,狂人皮埃罗,"让-保罗·贝尔蒙多,安娜·卡里娜,贾泽拉·加瓦尼",1965-08-29,"喜剧,犯罪,剧情,歌舞,爱情",8.2,8260,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2202613384.webp
361,爱在记忆消逝前,"海伦·米伦,唐纳德·萨瑟兰,简·默勒尼,克里斯蒂·米切尔,罗伯特·沃克·布兰乔德,克里斯蒂安·麦凯,约书亚·胡佛,罗伯特·普拉尔戈,约书亚·米克尔",2018-02-23,"喜剧,爱情,冒险",8.2,8072,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513341534.webp
362,我们与驻在先生的700日战争,"市原隼人,佐佐木藏之介,麻生久美子,加治将树,石田卓也,竹中直人,贺来贤人,胁知弘,小柳友,冨浦智嗣,坂井真纪,石野真子,仓科加奈",2008-04-05,喜剧,8.2,7330,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p476603837.webp
363,情定日落桥,"戴安·琳恩,劳伦斯·奥利弗,特罗尼亚斯·伯纳德",1979-04-27,"喜剧,爱情",8.2,7101,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1126290487.webp
364,奏鸣曲,"北野武,国舞亚矢,渡边哲,胜村政信,寺岛进,大杉涟,矢岛健一",1993-09-10,"喜剧,动作,犯罪",8.2,6816,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1899389314.webp
365,不法之徒,"汤姆·威兹,约翰·劳瑞,罗伯托·贝尼尼,尼可莱塔·布拉斯基",1986-10-30,"喜剧,犯罪,剧情",8.2,6405,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1616290291.webp
366,简单西蒙,"Jimmi Edlund,Kristoffer Berglund,Cecilia Forss,比尔·斯卡斯加德,马丁·沃斯特罗姆,Sofie Hamilton",2010-09-03,"喜剧,剧情,爱情",8.2,6085,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1115252103.webp
367,伯尔尼的奇迹,"路易斯·克拉姆罗特,彼得·洛迈尔,约翰娜·加斯多夫",2003-10-16,"喜剧,剧情,运动",8.2,5864,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151302724.webp
368,老人Z,"横山智佐,大木民夫,松本梨香,小川真司,佐藤智惠,辻谷耕史",1991-09-14,"动作,动画,喜剧,科幻",8.2,5449,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2153740677.webp
369,宛如阿修罗,"大竹忍,黑木瞳,深津绘里,深田恭子,中村狮童,木村佳乃,长泽雅美,八千草薰,小林薰,桃井薰,仲代达矢,黑川力矢",2003-09-04,"剧情,喜剧,家庭",8.2,5246,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2451076258.webp
370,神秘列车,"永濑正敏,工藤夕贵,茱迪·马克尔,尼可莱塔·布拉斯基,史蒂夫·布西密",1989-09-06,"喜剧,犯罪,剧情",8.2,4911,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p459490157.webp
371,茶之味,"浅野忠信,坂野真弥,佐藤贵广,手塚理美,我修院达也,三浦友和,高桥一生,土屋安娜",2004-07-17,"喜剧,剧情",8.2,4738,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661324770.webp
372,骗徒臭事多,"史蒂夫·马丁,迈克尔·凯恩,格伦妮·海德利,安东·罗杰斯,芭芭拉·哈里斯,伊恩·麦克迪阿梅德,丹娜·爱薇,米根·费伊,弗兰西丝·康罗伊,尼科尔·卡尔方,鲁珀特·霍利迪-埃文斯",1988-12-14,"喜剧,犯罪",8.2,4729,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1096752980.webp
373,一年到头,"陈刚,王昌娥,张彤,冯丁洪,曾韵蓁,王明智",2008-01-18,喜剧,8.2,4426,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1077092683.webp
374,喜剧之王,"罗伯特·德尼罗,杰瑞·刘易斯,戴安娜·阿伯特,桑德拉·伯恩哈德,莎莉·哈克",1982-12-19,"喜剧,剧情,犯罪",8.2,4058,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1498074468.webp
375,逗阵儿,"梁修身,江淑娜,雷洪,杨琪,汪筠书,林晖闵,司徒颖霜,纪欣妤",2013-02-08,"喜剧,家庭",8.2,3794,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004501407.webp
376,幸福是一条温暖的毛毯,"Trenton Rogers,Shane Baumel,Blesst Bowden,席亚拉·博拉沃,Austin Lux,阿曼达·佩斯,安迪·佩索亚",2011-05-29,"剧情,喜剧,动画,家庭",8.2,3714,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2310397065.webp
377,二楼传来的歌声,"Lars Nordh,Stefan Larsson,本基特·卡尔森",2000-10-06,"喜剧,剧情",8.2,3557,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163286030.webp
378,欢乐满人间,"朱莉·安德鲁斯,迪克·范·戴克,大卫·汤姆林森,格莱妮丝·约翰斯,赫敏·巴德利,雷塔·肖,卡伦·多里斯,马修·加伯,爱尔莎·兰切斯特,阿瑟·特雷彻,雷吉纳德·欧文,埃德·温,简·达威尔,阿瑟·马利特",1964-08-27,"喜剧,奇幻,歌舞",8.2,3514,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192053270.webp
379,举起金刚,"李凡秀,赵安,李尹熙,崔文京,全宝美",2009-07-01,"喜剧,剧情",8.2,3312,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1312584254.webp
380,双腿生风,"阿涅丝·夏薇依,Denis Podalydès,Isabelle Carré,Isabella Rossellini,Juliette Gombert",2012-08-22,喜剧,8.2,3220,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2002494911.webp
381,心碎往事,"安东·叶利钦,罗宾·威廉姆斯,蒂娅·里欧妮,埃里卡·巴杜,大卫·杜楚尼,弗兰克·兰格拉,泽尔妲·威廉斯,玛吉丽·阿马蒂,奥加·索斯诺夫斯卡,奥兰多·琼斯,Bernie Sheredy,斯蒂芬·斯皮内拉,爱丽丝·德拉蒙德,哈罗德·卡蒂耶,马克·马戈利斯",2004-05-07,"剧情,喜剧",8.2,3037,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p839905155.webp
382,雏菊,"伊特卡·采尔霍娃,伊万娜·卡尔班诺娃,Julius Albert",1966-12-30,"喜剧,剧情",8.2,3022,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2392561926.webp
383,严密监视的列车,"瓦茨拉夫·内茨卡,约瑟夫·索姆尔,伏拉基米尔·布劳德斯基,Vladimír Valenta,Alois Vachek",1966-11-18,"喜剧,剧情,战争",8.2,2999,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2211855924.webp
384,小孤星,"薇朵儿·希维索,Delphine Schiltz,Matiaz Bureau Caton,Léopoldine Serre,玛丽·特兰蒂尼昂,泽维尔·布瓦,克莱尔·勒布,Aurélie Vérillon,Henri Berthon,Carla Ibled,Luckie Royer,Antoine du Merle,Marianne Favre,Hadrien Bouvier,Benjamin Lemaire",1996-09-10,"喜剧,剧情",8.2,2672,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p717005273.webp
385,猎艳狂魔,"罗伯托·贝尼尼,米歇尔·布朗,尼可莱塔·布拉斯基",1994-10-22,"喜剧,悬疑,犯罪",8.2,2574,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2430181615.webp
386,无线电时代,"米亚·法罗,黛安·韦斯特,迈克·斯塔尔,赛斯·格林",1987-01-30,"喜剧,音乐",8.2,2539,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2359633584.webp
387,战略大作战,"克林特·伊斯特伍德,唐纳德·萨瑟兰,唐·里克斯, 凯勒·欧康纳,特利·萨瓦拉斯,加文·麦克劳德,斯图尔特·马戈林",1970-06-23,"动作,冒险,喜剧,战争",8.2,2403,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2359449616.webp
388,小铃铛,"石小满,马佳,关维吉,关剑青,冷福记,李乾元,窦玉如",1963,"儿童,喜剧",8.2,2294,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2466853105.webp
389,飞狗巴迪,"迈克尔·杰特,凯文·席格斯,温迪·麦凯纳",1997-08-01,"喜剧,运动",8.2,2268,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238394111.webp
390,机器人嘉年华,"森次晃嗣,Yayoi Maki,Keiko Hanagata,泷泽久美子,Aya Murata,Nariko Fujieda",1987-07-21,"动画,喜剧,科幻,剧情,奇幻",8.2,2225,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2183624706.webp
391,赤胆屠龙,"约翰·韦恩,迪恩·马丁,瑞奇·尼尔森,安吉·迪金森,沃尔特·布伦南",1959-03-18,"剧情,喜剧,爱情,西部",8.2,2078,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2362733797.webp
392,双姝奇缘,"Joëlle Miquel,杰西卡·福德,Mr. Housseau",1987-02-04,"喜剧,剧情,爱情",8.2,1948,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238986440.webp
393,与安德烈晚餐,"华莱士·肖恩,安德烈·格雷戈里,Jean Lenauer,Roy Butler",1981-10-11,"喜剧,剧情",8.2,1920,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1893376971.webp
394,天堂里的烦恼,"米利亚姆·霍普金斯,凯·弗朗西斯,赫伯特·马歇尔,查尔斯·拉格尔斯,爱德华·艾沃瑞特·霍顿",1932-10-21,"喜剧,犯罪,爱情",8.2,1881,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2175993203.webp
395,极度狂热,"科林·费尔斯,马克·斯特朗,Ruth Gemmell,肯·斯托特 Ken Stott",1997-04-04,"喜剧,剧情,爱情,运动",8.2,1756,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p902002073.webp
396,亚当的苹果,"乌尔里奇·汤姆森,麦斯·米科尔森,尼可拉斯·布若,帕普丽卡·斯汀,尼古拉·雷·卡斯,托马斯·维尔姆·詹森,Ali Kazim,Ole Thestrup,Gyrd Løfquist,拉斯·兰特,Peter Reichhardt",2005-04-15,"喜剧,犯罪,剧情",8.2,1561,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1291844347.webp
397,波希米亚生活,"马蒂·佩龙帕,Evelyne Didi,André Wilms",1992-02-27,"喜剧,剧情",8.2,1543,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210776680.webp
398,猫儿历险记,"菲尔·哈里斯 ,伊娃·嘉宝,斯特灵·哈洛威,斯加特克罗索斯,Dean Clark,保罗·温切尔,Liz English,瑟尔·莱文斯克洛福特,Gary Dubin,Vito Scotti,Lord Tim Hudson",1970-12-24,"喜剧,动画,冒险,音乐",8.2,1511,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1605681371.webp
399,甜蜜的永远,"迈克尔·贝兰,米洛斯拉夫·多努蒂尔,西蒙娜·史达索娃",1999-04-08,"剧情,喜剧,家庭",8.2,1348,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1683473277.webp
400,三天兩夜,"唐泽寿明,江角真纪子,玉置浩二",1997-05-17,"喜剧,剧情,爱情",8.2,1325,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1879659314.webp
401,只爱陌生人,"罗曼·杜里斯,罗纳·哈特纳,Izidor Serban,Ovidiu Balan,Angela Serban",1997-08-10,"喜剧,剧情,音乐,爱情",8.2,1197,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206669415.webp
402,他傻瓜谁聪明,"Per Christian Ellefsen,Sven Nordin,Marit Pia Jacobsen",2001-03-16,"喜剧,剧情",8.2,1186,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1674927634.webp
403,木偶奇遇记,"Soledad Silveyra,Gianni Lunadei,María Vaner",1986-12-04,"家庭,喜剧,奇幻",8.2,1027,https://img1.doubanio.com/view/subject/l/public/s4374938.jpg
